COD_VENDEDOR,COD_PRODUTO,QUANTIDADE,DATA,VALOR_TOTAL,COD_LOJA
8,1,1,2023-07-05,97.10624630122031,5
8,2,6,2023-07-05,307.40805052033625,5
9,1,10,2023-07-05,971.0624630122031,4
9,2,5,2023-07-05,256.1733754336135,4
10,1,9,2023-07-05,873.9562167109827,4
10,2,4,2023-07-05,204.9387003468908,4
1,1,9,2023-07-06,873.9562167109827,2
1,2,6,2023-07-06,307.40805052033625,2
2,1,6,2023-07-06,582.6374778073218,3
2,2,4,2023-07-06,204.9387003468908,3
3,1,9,2023-07-06,873.9562167109827,4
3,2,9,2023-07-06,461.1120757805043,4
4,1,5,2023-07-06,485.53123150610156,5
4,2,7,2023-07-06,358.64272560705894,5
5,1,6,2023-07-06,582.6374778073218,1
5,2,10,2023-07-06,512.346750867227,1
6,1,9,2023-07-06,873.9562167109827,2
6,2,3,2023-07-06,153.70402526016812,2
7,1,9,2023-07-06,873.9562167109827,1
7,2,3,2023-07-06,153.70402526016812,1
8,1,9,2023-07-06,873.9562167109827,5
8,2,7,2023-07-06,358.64272560705894,5
9,1,10,2023-07-06,971.0624630122031,4
9,2,7,2023-07-06,358.64272560705894,4
10,1,7,2023-07-06,679.7437241085422,4
10,2,9,2023-07-06,461.1120757805043,4
1,1,5,2023-07-07,485.53123150610156,2
1,2,5,2023-07-07,256.1733754336135,2
2,1,7,2023-07-07,679.7437241085422,3
2,2,2,2023-07-07,102.4693501734454,3
3,1,1,2023-07-07,97.10624630122031,4
3,2,10,2023-07-07,512.346750867227,4
4,1,8,2023-07-07,776.8499704097625,5
4,2,1,2023-07-07,51.2346750867227,5
5,1,1,2023-07-07,97.10624630122031,1
5,2,9,2023-07-07,461.1120757805043,1
6,1,2,2023-07-07,194.21249260244062,2
6,2,10,2023-07-07,512.346750867227,2
7,1,10,2023-07-07,971.0624630122031,1
7,2,3,2023-07-07,153.70402526016812,1
8,1,2,2023-07-07,194.21249260244062,5
8,2,2,2023-07-07,102.4693501734454,5
9,1,5,2023-07-07,485.53123150610156,4
9,2,2,2023-07-07,102.4693501734454,4
10,1,7,2023-07-07,679.7437241085422,4
10,2,9,2023-07-07,461.1120757805043,4
1,1,4,2023-07-08,388.42498520488124,2
1,2,2,2023-07-08,102.4693501734454,2
2,1,10,2023-07-08,971.0624630122031,3
2,2,7,2023-07-08,358.64272560705894,3
3,1,4,2023-07-08,388.42498520488124,4
3,2,2,2023-07-08,102.4693501734454,4
4,1,8,2023-07-08,776.8499704097625,5
4,2,6,2023-07-08,307.40805052033625,5
5,1,7,2023-07-08,679.7437241085422,1
5,2,1,2023-07-08,51.2346750867227,1
6,1,1,2023-07-08,97.10624630122031,2
6,2,5,2023-07-08,256.1733754336135,2
7,1,6,2023-07-08,582.6374778073218,1
7,2,3,2023-07-08,153.70402526016812,1
8,1,9,2023-07-08,873.9562167109827,5
8,2,5,2023-07-08,256.1733754336135,5
9,1,2,2023-07-08,194.21249260244062,4
9,2,7,2023-07-08,358.64272560705894,4
10,1,2,2023-07-08,194.21249260244062,4
10,2,6,2023-07-08,307.40805052033625,4
1,1,8,2023-07-09,776.8499704097625,2
1,2,9,2023-07-09,461.1120757805043,2
2,1,2,2023-07-09,194.21249260244062,3
2,2,7,2023-07-09,358.64272560705894,3
3,1,2,2023-07-09,194.21249260244062,4
3,2,10,2023-07-09,512.346750867227,4
4,1,7,2023-07-09,679.7437241085422,5
4,2,4,2023-07-09,204.9387003468908,5
5,1,7,2023-07-09,679.7437241085422,1
5,2,7,2023-07-09,358.64272560705894,1
6,1,3,2023-07-09,291.3187389036609,2
6,2,5,2023-07-09,256.1733754336135,2
7,1,1,2023-07-09,97.10624630122031,1
7,2,2,2023-07-09,102.4693501734454,1
8,1,9,2023-07-09,873.9562167109827,5
8,2,4,2023-07-09,204.9387003468908,5
9,1,6,2023-07-09,582.6374778073218,4
9,2,6,2023-07-09,307.40805052033625,4
10,1,6,2023-07-09,582.6374778073218,4
10,2,6,2023-07-09,307.40805052033625,4
1,1,2,2023-07-10,194.21249260244062,2
1,2,8,2023-07-10,409.8774006937816,2
2,1,8,2023-07-10,776.8499704097625,3
2,2,10,2023-07-10,512.346750867227,3
3,1,6,2023-07-10,582.6374778073218,4
3,2,3,2023-07-10,153.70402526016812,4
4,1,5,2023-07-10,485.53123150610156,5
4,2,2,2023-07-10,102.4693501734454,5
5,1,1,2023-07-10,97.10624630122031,1
5,2,1,2023-07-10,51.2346750867227,1
6,1,2,2023-07-10,194.21249260244062,2
6,2,3,2023-07-10,153.70402526016812,2
7,1,7,2023-07-10,679.7437241085422,1
7,2,8,2023-07-10,409.8774006937816,1
8,1,6,2023-07-10,582.6374778073218,5
8,2,9,2023-07-10,461.1120757805043,5
9,1,7,2023-07-10,679.7437241085422,4
9,2,8,2023-07-10,409.8774006937816,4
10,1,1,2023-07-10,97.10624630122031,4
10,2,2,2023-07-10,102.4693501734454,4
1,1,4,2023-07-11,388.42498520488124,2
1,2,6,2023-07-11,307.40805052033625,2
2,1,10,2023-07-11,971.0624630122031,3
2,2,5,2023-07-11,256.1733754336135,3
3,1,3,2023-07-11,291.3187389036609,4
3,2,7,2023-07-11,358.64272560705894,4
4,1,9,2023-07-11,873.9562167109827,5
4,2,7,2023-07-11,358.64272560705894,5
5,1,9,2023-07-11,873.9562167109827,1
5,2,10,2023-07-11,512.346750867227,1
6,1,7,2023-07-11,679.7437241085422,2
6,2,9,2023-07-11,461.1120757805043,2
7,1,10,2023-07-11,971.0624630122031,1
7,2,10,2023-07-11,512.346750867227,1
8,1,7,2023-07-11,679.7437241085422,5
8,2,6,2023-07-11,307.40805052033625,5
9,1,6,2023-07-11,582.6374778073218,4
9,2,3,2023-07-11,153.70402526016812,4
10,1,10,2023-07-11,971.0624630122031,4
10,2,7,2023-07-11,358.64272560705894,4
1,1,9,2023-07-12,873.9562167109827,2
1,2,7,2023-07-12,358.64272560705894,2
2,1,3,2023-07-12,291.3187389036609,3
2,2,10,2023-07-12,512.346750867227,3
3,1,4,2023-07-12,388.42498520488124,4
3,2,1,2023-07-12,51.2346750867227,4
4,1,2,2023-07-12,194.21249260244062,5
4,2,1,2023-07-12,51.2346750867227,5
5,1,1,2023-07-12,97.10624630122031,1
5,2,3,2023-07-12,153.70402526016812,1
6,1,6,2023-07-12,582.6374778073218,2
6,2,6,2023-07-12,307.40805052033625,2
7,1,1,2023-07-12,97.10624630122031,1
7,2,7,2023-07-12,358.64272560705894,1
8,1,7,2023-07-12,679.7437241085422,5
8,2,4,2023-07-12,204.9387003468908,5
9,1,2,2023-07-12,194.21249260244062,4
9,2,2,2023-07-12,102.4693501734454,4
10,1,10,2023-07-12,971.0624630122031,4
10,2,8,2023-07-12,409.8774006937816,4
1,1,5,2023-07-13,485.53123150610156,2
1,2,9,2023-07-13,461.1120757805043,2
2,1,7,2023-07-13,679.7437241085422,3
2,2,4,2023-07-13,204.9387003468908,3
3,1,9,2023-07-13,873.9562167109827,4
3,2,3,2023-07-13,153.70402526016812,4
4,1,6,2023-07-13,582.6374778073218,5
4,2,8,2023-07-13,409.8774006937816,5
5,1,7,2023-07-13,679.7437241085422,1
5,2,7,2023-07-13,358.64272560705894,1
6,1,10,2023-07-13,971.0624630122031,2
6,2,3,2023-07-13,153.70402526016812,2
7,1,7,2023-07-13,679.7437241085422,1
7,2,7,2023-07-13,358.64272560705894,1
8,1,4,2023-07-13,388.42498520488124,5
8,2,1,2023-07-13,51.2346750867227,5
9,1,9,2023-07-13,873.9562167109827,4
9,2,6,2023-07-13,307.40805052033625,4
10,1,1,2023-07-13,97.10624630122031,4
10,2,8,2023-07-13,409.8774006937816,4
1,1,1,2023-07-14,97.10624630122031,2
1,2,8,2023-07-14,409.8774006937816,2
2,1,6,2023-07-14,582.6374778073218,3
2,2,6,2023-07-14,307.40805052033625,3
3,1,2,2023-07-14,194.21249260244062,4
3,2,7,2023-07-14,358.64272560705894,4
4,1,7,2023-07-14,679.7437241085422,5
4,2,7,2023-07-14,358.64272560705894,5
5,1,2,2023-07-14,194.21249260244062,1
5,2,1,2023-07-14,51.2346750867227,1
6,1,7,2023-07-14,679.7437241085422,2
6,2,4,2023-07-14,204.9387003468908,2
7,1,6,2023-07-14,582.6374778073218,1
7,2,4,2023-07-14,204.9387003468908,1
8,1,4,2023-07-14,388.42498520488124,5
8,2,7,2023-07-14,358.64272560705894,5
9,1,9,2023-07-14,873.9562167109827,4
9,2,10,2023-07-14,512.346750867227,4
10,1,5,2023-07-14,485.53123150610156,4
10,2,9,2023-07-14,461.1120757805043,4
1,1,3,2023-07-15,291.3187389036609,2
1,2,8,2023-07-15,409.8774006937816,2
2,1,6,2023-07-15,582.6374778073218,3
2,2,6,2023-07-15,307.40805052033625,3
3,1,4,2023-07-15,388.42498520488124,4
3,2,3,2023-07-15,153.70402526016812,4
4,1,2,2023-07-15,194.21249260244062,5
4,2,4,2023-07-15,204.9387003468908,5
5,1,2,2023-07-15,194.21249260244062,1
5,2,8,2023-07-15,409.8774006937816,1
6,1,8,2023-07-15,776.8499704097625,2
6,2,7,2023-07-15,358.64272560705894,2
7,1,8,2023-07-15,776.8499704097625,1
7,2,3,2023-07-15,153.70402526016812,1
8,1,8,2023-07-15,776.8499704097625,5
8,2,2,2023-07-15,102.4693501734454,5
9,1,2,2023-07-15,194.21249260244062,4
9,2,8,2023-07-15,409.8774006937816,4
10,1,8,2023-07-15,776.8499704097625,4
10,2,10,2023-07-15,512.346750867227,4
1,1,1,2023-07-16,97.10624630122031,2
1,2,7,2023-07-16,358.64272560705894,2
2,1,3,2023-07-16,291.3187389036609,3
2,2,4,2023-07-16,204.9387003468908,3
3,1,6,2023-07-16,582.6374778073218,4
3,2,1,2023-07-16,51.2346750867227,4
4,1,1,2023-07-16,97.10624630122031,5
4,2,9,2023-07-16,461.1120757805043,5
5,1,6,2023-07-16,582.6374778073218,1
5,2,7,2023-07-16,358.64272560705894,1
6,1,8,2023-07-16,776.8499704097625,2
6,2,7,2023-07-16,358.64272560705894,2
7,1,9,2023-07-16,873.9562167109827,1
7,2,2,2023-07-16,102.4693501734454,1
8,1,8,2023-07-16,776.8499704097625,5
8,2,2,2023-07-16,102.4693501734454,5
9,1,8,2023-07-16,776.8499704097625,4
9,2,2,2023-07-16,102.4693501734454,4
10,1,3,2023-07-16,291.3187389036609,4
10,2,7,2023-07-16,358.64272560705894,4
1,1,2,2023-07-17,194.21249260244062,2
1,2,9,2023-07-17,461.1120757805043,2
2,1,7,2023-07-17,679.7437241085422,3
2,2,9,2023-07-17,461.1120757805043,3
3,1,10,2023-07-17,971.0624630122031,4
3,2,9,2023-07-17,461.1120757805043,4
4,1,7,2023-07-17,679.7437241085422,5
4,2,2,2023-07-17,102.4693501734454,5
5,1,9,2023-07-17,873.9562167109827,1
5,2,2,2023-07-17,102.4693501734454,1
6,1,1,2023-07-17,97.10624630122031,2
6,2,1,2023-07-17,51.2346750867227,2
7,1,2,2023-07-17,194.21249260244062,1
7,2,2,2023-07-17,102.4693501734454,1
8,1,6,2023-07-17,582.6374778073218,5
8,2,5,2023-07-17,256.1733754336135,5
9,1,9,2023-07-17,873.9562167109827,4
9,2,10,2023-07-17,512.346750867227,4
10,1,4,2023-07-17,388.42498520488124,4
10,2,9,2023-07-17,461.1120757805043,4
1,1,4,2023-07-18,388.42498520488124,2
1,2,8,2023-07-18,409.8774006937816,2
2,1,6,2023-07-18,582.6374778073218,3
2,2,5,2023-07-18,256.1733754336135,3
3,1,7,2023-07-18,679.7437241085422,4
3,2,6,2023-07-18,307.40805052033625,4
4,1,4,2023-07-18,388.42498520488124,5
4,2,3,2023-07-18,153.70402526016812,5
5,1,2,2023-07-18,194.21249260244062,1
5,2,5,2023-07-18,256.1733754336135,1
6,1,9,2023-07-18,873.9562167109827,2
6,2,8,2023-07-18,409.8774006937816,2
7,1,4,2023-07-18,388.42498520488124,1
7,2,6,2023-07-18,307.40805052033625,1
8,1,9,2023-07-18,873.9562167109827,5
8,2,7,2023-07-18,358.64272560705894,5
9,1,2,2023-07-18,194.21249260244062,4
9,2,4,2023-07-18,204.9387003468908,4
10,1,9,2023-07-18,873.9562167109827,4
10,2,5,2023-07-18,256.1733754336135,4
1,1,8,2023-07-19,776.8499704097625,2
1,2,8,2023-07-19,409.8774006937816,2
2,1,8,2023-07-19,776.8499704097625,3
2,2,3,2023-07-19,153.70402526016812,3
3,1,3,2023-07-19,291.3187389036609,4
3,2,9,2023-07-19,461.1120757805043,4
4,1,7,2023-07-19,679.7437241085422,5
4,2,7,2023-07-19,358.64272560705894,5
5,1,1,2023-07-19,97.10624630122031,1
5,2,7,2023-07-19,358.64272560705894,1
6,1,5,2023-07-19,485.53123150610156,2
6,2,1,2023-07-19,51.2346750867227,2
7,1,5,2023-07-19,485.53123150610156,1
7,2,3,2023-07-19,153.70402526016812,1
8,1,4,2023-07-19,388.42498520488124,5
8,2,3,2023-07-19,153.70402526016812,5
9,1,4,2023-07-19,388.42498520488124,4
9,2,8,2023-07-19,409.8774006937816,4
10,1,1,2023-07-19,97.10624630122031,4
10,2,7,2023-07-19,358.64272560705894,4
1,1,1,2023-07-20,97.10624630122031,2
1,2,8,2023-07-20,409.8774006937816,2
2,1,7,2023-07-20,679.7437241085422,3
2,2,6,2023-07-20,307.40805052033625,3
3,1,3,2023-07-20,291.3187389036609,4
3,2,1,2023-07-20,51.2346750867227,4
4,1,6,2023-07-20,582.6374778073218,5
4,2,2,2023-07-20,102.4693501734454,5
5,1,2,2023-07-20,194.21249260244062,1
5,2,6,2023-07-20,307.40805052033625,1
6,1,4,2023-07-20,388.42498520488124,2
6,2,9,2023-07-20,461.1120757805043,2
7,1,6,2023-07-20,582.6374778073218,1
7,2,9,2023-07-20,461.1120757805043,1
8,1,2,2023-07-20,194.21249260244062,5
8,2,5,2023-07-20,256.1733754336135,5
9,1,3,2023-07-20,291.3187389036609,4
9,2,7,2023-07-20,358.64272560705894,4
10,1,2,2023-07-20,194.21249260244062,4
10,2,5,2023-07-20,256.1733754336135,4
1,1,4,2023-07-21,388.42498520488124,2
1,2,1,2023-07-21,51.2346750867227,2
2,1,1,2023-07-21,97.10624630122031,3
2,2,9,2023-07-21,461.1120757805043,3
3,1,3,2023-07-21,291.3187389036609,4
3,2,2,2023-07-21,102.4693501734454,4
4,1,7,2023-07-21,679.7437241085422,5
4,2,9,2023-07-21,461.1120757805043,5
5,1,5,2023-07-21,485.53123150610156,1
5,2,5,2023-07-21,256.1733754336135,1
6,1,4,2023-07-21,388.42498520488124,2
6,2,10,2023-07-21,512.346750867227,2
7,1,8,2023-07-21,776.8499704097625,1
7,2,7,2023-07-21,358.64272560705894,1
8,1,5,2023-07-21,485.53123150610156,5
8,2,9,2023-07-21,461.1120757805043,5
9,1,5,2023-07-21,485.53123150610156,4
9,2,5,2023-07-21,256.1733754336135,4
10,1,9,2023-07-21,873.9562167109827,4
10,2,9,2023-07-21,461.1120757805043,4
1,1,4,2023-07-22,388.42498520488124,2
1,2,2,2023-07-22,102.4693501734454,2
2,1,7,2023-07-22,679.7437241085422,3
2,2,9,2023-07-22,461.1120757805043,3
3,1,4,2023-07-22,388.42498520488124,4
3,2,10,2023-07-22,512.346750867227,4
4,1,8,2023-07-22,776.8499704097625,5
4,2,7,2023-07-22,358.64272560705894,5
5,1,1,2023-07-22,97.10624630122031,1
5,2,2,2023-07-22,102.4693501734454,1
6,1,5,2023-07-22,485.53123150610156,2
6,2,8,2023-07-22,409.8774006937816,2
7,1,6,2023-07-22,582.6374778073218,1
7,2,8,2023-07-22,409.8774006937816,1
8,1,2,2023-07-22,194.21249260244062,5
8,2,4,2023-07-22,204.9387003468908,5
9,1,8,2023-07-22,776.8499704097625,4
9,2,10,2023-07-22,512.346750867227,4
10,1,3,2023-07-22,291.3187389036609,4
10,2,6,2023-07-22,307.40805052033625,4
1,1,4,2023-07-23,388.42498520488124,2
1,2,4,2023-07-23,204.9387003468908,2
2,1,7,2023-07-23,679.7437241085422,3
2,2,6,2023-07-23,307.40805052033625,3
3,1,9,2023-07-23,873.9562167109827,4
3,2,2,2023-07-23,102.4693501734454,4
4,1,2,2023-07-23,194.21249260244062,5
4,2,9,2023-07-23,461.1120757805043,5
5,1,4,2023-07-23,388.42498520488124,1
5,2,10,2023-07-23,512.346750867227,1
6,1,9,2023-07-23,873.9562167109827,2
6,2,3,2023-07-23,153.70402526016812,2
7,1,9,2023-07-23,873.9562167109827,1
7,2,9,2023-07-23,461.1120757805043,1
8,1,1,2023-07-23,97.10624630122031,5
8,2,5,2023-07-23,256.1733754336135,5
9,1,6,2023-07-23,582.6374778073218,4
9,2,9,2023-07-23,461.1120757805043,4
10,1,6,2023-07-23,582.6374778073218,4
10,2,9,2023-07-23,461.1120757805043,4
1,1,4,2023-07-24,388.42498520488124,2
1,2,1,2023-07-24,51.2346750867227,2
2,1,3,2023-07-24,291.3187389036609,3
2,2,1,2023-07-24,51.2346750867227,3
3,1,6,2023-07-24,582.6374778073218,4
3,2,5,2023-07-24,256.1733754336135,4
4,1,3,2023-07-24,291.3187389036609,5
4,2,3,2023-07-24,153.70402526016812,5
5,1,3,2023-07-24,291.3187389036609,1
5,2,5,2023-07-24,256.1733754336135,1
6,1,8,2023-07-24,776.8499704097625,2
6,2,10,2023-07-24,512.346750867227,2
7,1,9,2023-07-24,873.9562167109827,1
7,2,1,2023-07-24,51.2346750867227,1
8,1,8,2023-07-24,776.8499704097625,5
8,2,8,2023-07-24,409.8774006937816,5
9,1,1,2023-07-24,97.10624630122031,4
9,2,7,2023-07-24,358.64272560705894,4
10,1,6,2023-07-24,582.6374778073218,4
10,2,6,2023-07-24,307.40805052033625,4
1,1,9,2023-07-25,873.9562167109827,2
1,2,10,2023-07-25,512.346750867227,2
2,1,10,2023-07-25,971.0624630122031,3
2,2,1,2023-07-25,51.2346750867227,3
3,1,9,2023-07-25,873.9562167109827,4
3,2,5,2023-07-25,256.1733754336135,4
4,1,7,2023-07-25,679.7437241085422,5
4,2,9,2023-07-25,461.1120757805043,5
5,1,6,2023-07-25,582.6374778073218,1
5,2,5,2023-07-25,256.1733754336135,1
6,1,1,2023-07-25,97.10624630122031,2
6,2,8,2023-07-25,409.8774006937816,2
7,1,4,2023-07-25,388.42498520488124,1
7,2,10,2023-07-25,512.346750867227,1
8,1,8,2023-07-25,776.8499704097625,5
8,2,8,2023-07-25,409.8774006937816,5
9,1,8,2023-07-25,776.8499704097625,4
9,2,7,2023-07-25,358.64272560705894,4
10,1,10,2023-07-25,971.0624630122031,4
10,2,7,2023-07-25,358.64272560705894,4
1,1,10,2023-07-26,971.0624630122031,2
1,2,1,2023-07-26,51.2346750867227,2
2,1,4,2023-07-26,388.42498520488124,3
2,2,7,2023-07-26,358.64272560705894,3
3,1,7,2023-07-26,679.7437241085422,4
3,2,5,2023-07-26,256.1733754336135,4
4,1,3,2023-07-26,291.3187389036609,5
4,2,2,2023-07-26,102.4693501734454,5
5,1,2,2023-07-26,194.21249260244062,1
5,2,9,2023-07-26,461.1120757805043,1
6,1,7,2023-07-26,679.7437241085422,2
6,2,7,2023-07-26,358.64272560705894,2
7,1,2,2023-07-26,194.21249260244062,1
7,2,3,2023-07-26,153.70402526016812,1
8,1,9,2023-07-26,873.9562167109827,5
8,2,7,2023-07-26,358.64272560705894,5
9,1,4,2023-07-26,388.42498520488124,4
9,2,6,2023-07-26,307.40805052033625,4
10,1,8,2023-07-26,776.8499704097625,4
10,2,4,2023-07-26,204.9387003468908,4
1,1,7,2023-07-27,679.7437241085422,2
1,2,9,2023-07-27,461.1120757805043,2
2,1,7,2023-07-27,679.7437241085422,3
2,2,2,2023-07-27,102.4693501734454,3
3,1,4,2023-07-27,388.42498520488124,4
3,2,5,2023-07-27,256.1733754336135,4
4,1,3,2023-07-27,291.3187389036609,5
4,2,5,2023-07-27,256.1733754336135,5
5,1,1,2023-07-27,97.10624630122031,1
5,2,8,2023-07-27,409.8774006937816,1
6,1,2,2023-07-27,194.21249260244062,2
6,2,3,2023-07-27,153.70402526016812,2
7,1,3,2023-07-27,291.3187389036609,1
7,2,1,2023-07-27,51.2346750867227,1
8,1,7,2023-07-27,679.7437241085422,5
8,2,7,2023-07-27,358.64272560705894,5
9,1,7,2023-07-27,679.7437241085422,4
9,2,1,2023-07-27,51.2346750867227,4
10,1,7,2023-07-27,679.7437241085422,4
10,2,6,2023-07-27,307.40805052033625,4
1,1,9,2023-07-28,873.9562167109827,2
1,2,5,2023-07-28,256.1733754336135,2
2,1,8,2023-07-28,776.8499704097625,3
2,2,3,2023-07-28,153.70402526016812,3
3,1,2,2023-07-28,194.21249260244062,4
3,2,5,2023-07-28,256.1733754336135,4
4,1,2,2023-07-28,194.21249260244062,5
4,2,6,2023-07-28,307.40805052033625,5
5,1,8,2023-07-28,776.8499704097625,1
5,2,9,2023-07-28,461.1120757805043,1
6,1,3,2023-07-28,291.3187389036609,2
6,2,5,2023-07-28,256.1733754336135,2
7,1,5,2023-07-28,485.53123150610156,1
7,2,4,2023-07-28,204.9387003468908,1
8,1,8,2023-07-28,776.8499704097625,5
8,2,5,2023-07-28,256.1733754336135,5
9,1,9,2023-07-28,873.9562167109827,4
9,2,5,2023-07-28,256.1733754336135,4
10,1,4,2023-07-28,388.42498520488124,4
10,2,4,2023-07-28,204.9387003468908,4
1,1,3,2023-07-29,291.3187389036609,2
1,2,7,2023-07-29,358.64272560705894,2
2,1,7,2023-07-29,679.7437241085422,3
2,2,4,2023-07-29,204.9387003468908,3
3,1,2,2023-07-29,194.21249260244062,4
3,2,10,2023-07-29,512.346750867227,4
4,1,6,2023-07-29,582.6374778073218,5
4,2,7,2023-07-29,358.64272560705894,5
5,1,2,2023-07-29,194.21249260244062,1
5,2,2,2023-07-29,102.4693501734454,1
6,1,8,2023-07-29,776.8499704097625,2
6,2,9,2023-07-29,461.1120757805043,2
7,1,2,2023-07-29,194.21249260244062,1
7,2,3,2023-07-29,153.70402526016812,1
8,1,2,2023-07-29,194.21249260244062,5
8,2,1,2023-07-29,51.2346750867227,5
9,1,6,2023-07-29,582.6374778073218,4
9,2,8,2023-07-29,409.8774006937816,4
10,1,1,2023-07-29,97.10624630122031,4
10,2,4,2023-07-29,204.9387003468908,4
1,1,6,2023-07-30,582.6374778073218,2
1,2,1,2023-07-30,51.2346750867227,2
2,1,4,2023-07-30,388.42498520488124,3
2,2,8,2023-07-30,409.8774006937816,3
3,1,5,2023-07-30,485.53123150610156,4
3,2,8,2023-07-30,409.8774006937816,4
4,1,1,2023-07-30,97.10624630122031,5
4,2,8,2023-07-30,409.8774006937816,5
5,1,4,2023-07-30,388.42498520488124,1
5,2,4,2023-07-30,204.9387003468908,1
6,1,5,2023-07-30,485.53123150610156,2
6,2,4,2023-07-30,204.9387003468908,2
7,1,4,2023-07-30,388.42498520488124,1
7,2,2,2023-07-30,102.4693501734454,1
8,1,3,2023-07-30,291.3187389036609,5
8,2,1,2023-07-30,51.2346750867227,5
9,1,10,2023-07-30,971.0624630122031,4
9,2,3,2023-07-30,153.70402526016812,4
10,1,8,2023-07-30,776.8499704097625,4
10,2,4,2023-07-30,204.9387003468908,4
1,1,10,2023-07-31,971.0624630122031,2
1,2,6,2023-07-31,307.40805052033625,2
2,1,1,2023-07-31,97.10624630122031,3
2,2,2,2023-07-31,102.4693501734454,3
3,1,1,2023-07-31,97.10624630122031,4
3,2,5,2023-07-31,256.1733754336135,4
4,1,9,2023-07-31,873.9562167109827,5
4,2,1,2023-07-31,51.2346750867227,5
5,1,3,2023-07-31,291.3187389036609,1
5,2,8,2023-07-31,409.8774006937816,1
6,1,3,2023-07-31,291.3187389036609,2
6,2,8,2023-07-31,409.8774006937816,2
7,1,9,2023-07-31,873.9562167109827,1
7,2,9,2023-07-31,461.1120757805043,1
8,1,10,2023-07-31,971.0624630122031,5
8,2,4,2023-07-31,204.9387003468908,5
9,1,3,2023-07-31,291.3187389036609,4
9,2,8,2023-07-31,409.8774006937816,4
10,1,7,2023-07-31,679.7437241085422,4
10,2,10,2023-07-31,512.346750867227,4
1,1,4,2023-08-01,388.42498520488124,2
1,2,7,2023-08-01,358.64272560705894,2
2,1,4,2023-08-01,388.42498520488124,3
2,2,4,2023-08-01,204.9387003468908,3
3,1,10,2023-08-01,971.0624630122031,4
3,2,7,2023-08-01,358.64272560705894,4
4,1,3,2023-08-01,291.3187389036609,5
4,2,5,2023-08-01,256.1733754336135,5
5,1,7,2023-08-01,679.7437241085422,1
5,2,5,2023-08-01,256.1733754336135,1
6,1,3,2023-08-01,291.3187389036609,2
6,2,8,2023-08-01,409.8774006937816,2
7,1,2,2023-08-01,194.21249260244062,1
7,2,4,2023-08-01,204.9387003468908,1
8,1,5,2023-08-01,485.53123150610156,5
8,2,10,2023-08-01,512.346750867227,5
9,1,6,2023-08-01,582.6374778073218,4
9,2,10,2023-08-01,512.346750867227,4
10,1,1,2023-08-01,97.10624630122031,4
10,2,9,2023-08-01,461.1120757805043,4
1,1,10,2023-08-02,971.0624630122031,2
1,2,6,2023-08-02,307.40805052033625,2
2,1,1,2023-08-02,97.10624630122031,3
2,2,6,2023-08-02,307.40805052033625,3
3,1,8,2023-08-02,776.8499704097625,4
3,2,7,2023-08-02,358.64272560705894,4
4,1,2,2023-08-02,194.21249260244062,5
4,2,1,2023-08-02,51.2346750867227,5
5,1,5,2023-08-02,485.53123150610156,1
5,2,4,2023-08-02,204.9387003468908,1
6,1,10,2023-08-02,971.0624630122031,2
6,2,7,2023-08-02,358.64272560705894,2
7,1,10,2023-08-02,971.0624630122031,1
7,2,9,2023-08-02,461.1120757805043,1
8,1,6,2023-08-02,582.6374778073218,5
8,2,4,2023-08-02,204.9387003468908,5
9,1,2,2023-08-02,194.21249260244062,4
9,2,7,2023-08-02,358.64272560705894,4
10,1,6,2023-08-02,582.6374778073218,4
10,2,1,2023-08-02,51.2346750867227,4
1,1,8,2023-08-03,776.8499704097625,2
1,2,2,2023-08-03,102.4693501734454,2
2,1,6,2023-08-03,582.6374778073218,3
2,2,2,2023-08-03,102.4693501734454,3
3,1,5,2023-08-03,485.53123150610156,4
3,2,9,2023-08-03,461.1120757805043,4
4,1,4,2023-08-03,388.42498520488124,5
4,2,10,2023-08-03,512.346750867227,5
5,1,5,2023-08-03,485.53123150610156,1
5,2,3,2023-08-03,153.70402526016812,1
6,1,3,2023-08-03,291.3187389036609,2
6,2,10,2023-08-03,512.346750867227,2
7,1,10,2023-08-03,971.0624630122031,1
7,2,3,2023-08-03,153.70402526016812,1
8,1,6,2023-08-03,582.6374778073218,5
8,2,2,2023-08-03,102.4693501734454,5
9,1,9,2023-08-03,873.9562167109827,4
9,2,10,2023-08-03,512.346750867227,4
10,1,5,2023-08-03,485.53123150610156,4
10,2,6,2023-08-03,307.40805052033625,4
1,1,8,2023-08-04,776.8499704097625,2
1,2,6,2023-08-04,307.40805052033625,2
2,1,1,2023-08-04,97.10624630122031,3
2,2,3,2023-08-04,153.70402526016812,3
3,1,8,2023-08-04,776.8499704097625,4
3,2,10,2023-08-04,512.346750867227,4
4,1,5,2023-08-04,485.53123150610156,5
4,2,4,2023-08-04,204.9387003468908,5
5,1,5,2023-08-04,485.53123150610156,1
5,2,2,2023-08-04,102.4693501734454,1
6,1,4,2023-08-04,388.42498520488124,2
6,2,8,2023-08-04,409.8774006937816,2
7,1,2,2023-08-04,194.21249260244062,1
7,2,10,2023-08-04,512.346750867227,1
8,1,6,2023-08-04,582.6374778073218,5
8,2,7,2023-08-04,358.64272560705894,5
9,1,3,2023-08-04,291.3187389036609,4
9,2,2,2023-08-04,102.4693501734454,4
10,1,1,2023-08-04,97.10624630122031,4
10,2,9,2023-08-04,461.1120757805043,4
1,1,1,2023-08-05,97.10624630122031,2
